Yelp ID,Business name,Business address,Category,Average star rating,Review count,Price,review_text,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
nZsXFeMvLw5fRRCx0XIvAA,Karma Sushi,Kødboderne 5 1711 Copenhagen Denmark,"Sushi Bars, Japanese, Asian Fusion",4.0,3,,"Karma Sushi has always been my favourite sushi chain compared to the other ""local chain"" in the city. Their new place in Kødbyen is rather secluded at the...",0.0,1.0,0.0,0.0,neutral
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,"Jensens is a Danish restaurant chain with locations in Denmark, Sweden and Norway. Jensens offers good food at a fair price. We've dined here several times...",0.0,0.822,0.178,0.6369,positive
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,"This was our first time at Jensens Bøfhus. We had a great time. We loved the food. It's not the best stake house I have ever been to, but considering the...",0.062,0.796,0.142,0.4245,positive
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,We decided to stop in here after seeing the great lunch offers shown outside (REALLY GREAT compared to most prices you would see in Copenhagen!!). We were...,0.06,0.653,0.287,0.8845,positive
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,"Perfectly cooked steak
Service is for some reason always slow at Jensens, no matter in which town you are.

Don't always go for the cheapest lunch offers,...",0.035,0.826,0.139,0.6281,positive
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,Don't eat here if you're a tourist. First they ignore you and you have to fight to get a table. Even the locals were disrespectful. The food is good but the...,0.106,0.836,0.058,-0.1531,negative
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,"Smelled so bad had to leave... 
Also the menu & salad bar was just too expensive for what you got quality wise...",0.184,0.701,0.114,-0.2247,negative
Fi-PjfEHni_tS1O8cdPZsw,Jensens Bøfhus,Vesterbrogade 11 A 1620 Copenhagen Denmark,Steakhouses,2.8,31,$,"American style steak house with affordable prices. Good for a casual lunch or family dinner, but not for a romantic evening. They have a nice lunch offer...",0.088,0.698,0.214,0.4876,positive
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"I came here for dinner one of my nights in Copenhagen. The ambiance was really nice. I loved all the dim lighting with candles. 

Salami Pizza: 8.5/10

It...",0.0,0.782,0.218,0.8051,positive
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"I wish I could leave a zero star review. We asked for water and it never came. When we received our water, we were not given enough glasses for our party....",0.035,0.809,0.156,0.6369,positive
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"Great pizza a bit noisy but overall great place. 
The presentation is very consistent",0.066,0.535,0.399,0.8338,positive
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"*** 400th Review ***
Great Napolitano pizza in the meat packing district.  Put your name down, go wait in the wee bar, and they will call your name (wait...",0.0,0.872,0.128,0.6249,positive
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"Right in the meat-packing district, Mother knows how to do pizza.

Ended up sitting outside on a hot day because the inside was even worse with no A/C....",0.169,0.831,0.0,-0.6486,negative
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,Awful. Very watery sauce. Barley any cheese. Even the veggies are tasteless. I got the mushroom pizza and it tasted like wet paper. My husband got the...,0.098,0.82,0.082,-0.128,negative
SRpjkfzZ9zsdaYa3Jf5tHw,Mother,Høkerboderne 9-15 1712 Copenhagen Denmark,"Italian, Pizza, Breakfast & Brunch",3.3,247,$$,"A highly recommended pizza restaurant. The dough is really important, and their dough was an amazing base. Pizzas are a nice size... just good enough for a...",0.0,0.616,0.384,0.9133,positive
HBrBZP3EDDjR5xSvvAvZKA,The Harbour,Kalvebod Brygge 53 1560 Copenhagen Denmark,Restaurants,3.6,5,,The restaurant is conveniently located at Fisketorvet. It is part of the Copenhagen Harbor Hotel. The menu is limited but in general great dishes. The food...,0.047,0.772,0.182,0.7351,positive
HBrBZP3EDDjR5xSvvAvZKA,The Harbour,Kalvebod Brygge 53 1560 Copenhagen Denmark,Restaurants,3.6,5,,For my last night in Denmark I picked this restaurant and hotel because they were close to the airport. The food was great. I had tomato soup which was...,0.0,0.872,0.128,0.6249,positive
HBrBZP3EDDjR5xSvvAvZKA,The Harbour,Kalvebod Brygge 53 1560 Copenhagen Denmark,Restaurants,3.6,5,,"A quiet dinner at The Harbour. The views are lovely, but that's about it. The aperitifs are straight out of a 1980s drinks card and not well prepared. I...",0.124,0.736,0.14,0.1356,positive
HBrBZP3EDDjR5xSvvAvZKA,The Harbour,Kalvebod Brygge 53 1560 Copenhagen Denmark,Restaurants,3.6,5,,"Many recent visits for drinks or dinner, were very relaxing. The bar service was unusually good, good conversations about the wine, the cocktails and in...",0.0,0.69,0.31,0.8709,positive
RuN5mpToZTtpnN60ENXZYA,Café Patina,Mysundegade 26 1668 København Denmark,Greek,5.0,4,,"I was so impressed by this little cafe off of Istegade. It has a cozy outside with lights and a Greek flag. We had one of the platters that had spinach pie,...",0.0,0.886,0.114,0.6113,positive
RuN5mpToZTtpnN60ENXZYA,Café Patina,Mysundegade 26 1668 København Denmark,Greek,5.0,4,,"Cafe Patina is the perfect slice of Greece in the heart of Copenhagen.  The food, atmosphere and service are the best I have ever experienced outside of...",0.0,0.665,0.335,0.9201,positive
RuN5mpToZTtpnN60ENXZYA,Café Patina,Mysundegade 26 1668 København Denmark,Greek,5.0,4,,Find this place!! It's hidden around the corner from a busy street and worth every penny! The most tender pork souvlaki and delicious tzitziki I can...,0.0,0.788,0.212,0.7562,positive
RuN5mpToZTtpnN60ENXZYA,Café Patina,Mysundegade 26 1668 København Denmark,Greek,5.0,4,,"We had the best Greek food we've had in a very long time at Cafe Patina!  Wonderful service, delicious and fresh food.  Five stars all around!",0.0,0.603,0.397,0.938,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,Stopped by this place as Ban Gaw was full. Ordered the Cashew Chicken. Approx $20 USD. Tap waster costs extra $3. Service was quick. Ambiance is dark.,0.18,0.82,0.0,-0.6705,negative
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,"An absolute must if you are in the Copenhagen area.  Every time, I come in from the United States, I make an effort to come and eat at this wonderful place....",0.0,0.802,0.198,0.8006,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,They were able to get us a table on a busy night when we didn't have a reservation.  Delicious perfect egg rolls.  The star of the show was the Penang...,0.0,0.791,0.209,0.8126,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,"Good prices, right across the street from the meat packing district, and a nice red curry.

They almost have too large a menu, though that's because pretty...",0.0,0.729,0.271,0.836,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,"Great food. Very tasty. Visiting the area. Was recommended by the locals.

Had the tom kha soup. It was delicious",0.0,0.639,0.361,0.8625,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,Love the atmospere in this place! Its a mom and dad restaurant and they are really friendly. Food is incredible and I love everything about this place.,0.0,0.658,0.342,0.9253,positive
oXMxaEak5xBZ_9l8Beg7yw,Pornsak,Halmtorvet 40 1700 Copenhagen Denmark,Thai,4.1,19,$$,This restaurant always has available seats for some reason. Perhaps because of its location right across the street from hipsterville also known as the meat...,0.0,1.0,0.0,0.0,neutral
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,Visited this restaurant while on a business trip with some colleagues. Our table ordered the summer tasting menu. I have done many tasting menus before but...,0.0,1.0,0.0,0.0,neutral
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,"This is a fun, cozy place to hang out and have drinks, small plates and dinner solo or with friends. While I was solo, and I ended up sharing my table with...",0.0,0.759,0.241,0.8481,positive
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,overall good restaurant. food was good but not great. service was the same. i liked the pastas most.,0.171,0.538,0.292,0.2867,positive
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,"A relative of one of our favorite Copenhagen restaurants, Pluto, my friend and I made 9 p.m. Sunday reservations at Restaurant Gorilla. Here's our...",0.0,0.78,0.22,0.7351,positive
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,"a restaurant recommended to us if we were to ever visit the meat packing district. so... to the meat packing district we went! 

this place is pretty good....",0.0,0.753,0.247,0.8016,positive
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,A great place in the meat packing district. The cocktails are amazing and food and service were excellent. I had the steak tartare - so delicious. And the...,0.0,0.595,0.405,0.9541,positive
E2U5BXRTEJ8p6p83xDkQBA,Restaurant Gorilla,Flæsketorvet 63 1711 Copenhagen Denmark,"Italian, French",3.6,71,$$$,"Delicious fixed menu meal. Love the simple setting, simple beers all the focus on the food.   The fish was too salty as was the steak sauce, everything else...",0.0,0.767,0.233,0.836,positive
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"My favorite pizza place in Copenhagen. I've been coming here for years, and regardless of how many new and delicious places I've tried over the years, I...",0.0,0.789,0.211,0.7717,positive
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"Disclaimer: I am from Brooklyn, so my opinion on pizza is a little harsh. Was it authentic? not really. Was it cheap? Yea. Was it quick? very. Do the locals...",0.098,0.902,0.0,-0.4848,negative
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"If you are in doubt whether these takeaway guys make awesome pizzas, then take a look at the line of people in the street. Not your typical none-Italian...",0.077,0.798,0.126,0.3818,positive
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"My sister and I came in to Copenhagen late one night and needed to find food. It was 10pm when we found Itzi Pitzi Pizza, and they were just closing up. But...",0.0,1.0,0.0,0.0,neutral
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"Delightful little neighborhood pizza place. Fun ingredient combos, bring a friend so you can try more. Warning: cash only!",0.095,0.53,0.374,0.8359,positive
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"When you hear from so many people that is the BEST pizza in Copenhagen, you wait for a treat! My roommate buys at least twice a week from there and calls it...",0.0,0.791,0.209,0.837,positive
PLeAFLzoq5JdY5D-IeX2cA,Itzi Pitzi Pizza,Sønder Boulevard 51 1720 København V Denmark,Pizza,3.6,32,$,"These guys not only make amazing, authentically Italian pizza, they are also super nice, funny and play good music. So waiting for your order to be ready is...",0.074,0.506,0.42,0.9236,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,"Excellent pizza options, and the two we chose did not disappoint. Very flavorful and with just the right crunch to the crust.",0.0,0.77,0.23,0.7147,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,"I visited Copenhagen in March and my last night there I picked up pizza and beer for my friend and I. Oh my gosh, best pizza and smoothest beer I've ever...",0.0,0.797,0.203,0.8126,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,"All the love for Leo's Pizza. 
It's a charming, family owned spot with Sicilian background and it's been there for ages. 
No, they don't serve a...",0.0,0.75,0.25,0.8402,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,Wonderful atmosphere at this local Sicilian kitchen! Always a lot of Italian men dining i groups after work. Here you help yourself to a drink from the...,0.0,0.789,0.211,0.7712,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,The two stars are for the service mainly and not the food. As the food was above average. But the service and the interior... Not a winner. I went there...,0.124,0.876,0.0,-0.6259,negative
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,"When I lived here a few years ago this quickly (immediately) became my go to spot for a good pizza and Italian food in general. Since I left Copenhagen, I...",0.0,0.909,0.091,0.4404,positive
9yU5C1-eJinzEdsA8g-XEw,Leo's Pizza,Vesterbrogade 112 1620 Copenhagen Denmark,Pizza,4.0,21,$,"this is the best pizza in copenhagen. hands down.  NOT overpriced, quick friendly service and cheeeeeesy",0.126,0.672,0.202,0.3761,positive
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"I was in Town and decided to visit this place last night for music and to hang out and experience the Danish nightlife. After waiting in line, a group of 4...",0.0,1.0,0.0,0.0,neutral
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"Free!!!

- Buy a beer or BYOB
- 20DKK coat check - but throw your coat on one of the couches so you don't need to check it
- Close to other bars
- All...",0.0,0.918,0.082,0.4635,positive
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"Jolenes bar is in the Meat Packing district of Copenhagen. Its an up and coming area for excellent independent bars, restaurants and clubs. After a burger...",0.0,0.871,0.129,0.5719,positive
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"What was the first thing that happened to me when I arrived in Copenhagen after 23:00? 

I went to this place for drinks.

The prices for drinks were not...",0.0,1.0,0.0,0.0,neutral
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"Located in the Meatpacking district in Vestbro, Jolene's is not quite a dance club, though there was a DJ there playing an odd mix of techno and hip-hop...",0.076,0.864,0.06,-0.128,negative
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,Sick vibe! This spot is a can't miss in the meatpacking district. An attractive bright pink neon sign invites you to a multi-disco ball decorated club...,0.1,0.67,0.23,0.5,positive
VtBI8rNT8xfamFKpvm2r4w,Jolene Bar,Flæsketorvet 81-85 1711 Copenhagen Denmark,"Dance Clubs, Restaurants",2.8,27,$$,"It's a sad tragedy indeed when a bar named after my favorite Dolly Parton song ends up being a bust. 

The music is freaking awesome (or, at least it was...",0.243,0.59,0.167,-0.4939,negative
6vf30L922zoPSOGILd7kKg,Thai Home Take Away,Værnedamsvej 10 st. th. 1619 Copenhagen Denmark,Thai,4.3,8,$,This has been my regular place for Thai take-away for as long as I have lived on Vesterbro. and I see no reason to change that. besides a newly opened place...,0.068,0.932,0.0,-0.296,negative
6vf30L922zoPSOGILd7kKg,Thai Home Take Away,Værnedamsvej 10 st. th. 1619 Copenhagen Denmark,Thai,4.3,8,$,"So good, I'm sad to leave the neighbourhood! 
Good quality,  excellent cooking and super fast service. Best thai take away I had so far. On the menu,  they...",0.104,0.48,0.416,0.9395,positive
6vf30L922zoPSOGILd7kKg,Thai Home Take Away,Værnedamsvej 10 st. th. 1619 Copenhagen Denmark,Thai,4.3,8,$,Really good pad Thai with chicken and wontons. Friendly staff and the food was ready in just 10 minutes :) prices are cheap too. Definitely coming here again,0.0,0.612,0.388,0.9273,positive
6vf30L922zoPSOGILd7kKg,Thai Home Take Away,Værnedamsvej 10 st. th. 1619 Copenhagen Denmark,Thai,4.3,8,$,We are visiting from California and tonight wanted something quick. The food turned out to be outstanding. I got #36 which is king prawn in soy sauce and...,0.0,0.871,0.129,0.6124,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,I must admit I was a little hesitant about trying sushi in another country.  This quiet mid size restaurant was amazing from beginning to end.  Service was...,0.055,0.767,0.179,0.5984,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,"Cute restaurant design and good location but service and food is meh.

Sushi rolls are overly dressed up with sauces.  In my experience, this is because the...",0.049,0.816,0.134,0.3612,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,Really awesome sushi on offer...especially the fresh mackerel according to my partner.  Interesting/different alternate options if you are not a fish fan...,0.071,0.687,0.242,0.6938,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,"I have heard many a tale of how amazing the sushi at Sticks 'n' Sushi is supposed to be, so when I passed it with a very sushi hungry friend one Sunday...",0.0,0.805,0.195,0.8055,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,"This sushi place is one of my favorite.  

The decor is nice and dark, with 4 big square tables that are shared, so you will be seated next to other guests....",0.0,0.773,0.227,0.802,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,Entering the restaurant you see plenty of dark and big tables and the open kitchen overlooking them. It looks classy and it feels even more classy when the...,0.0,0.81,0.19,0.7264,positive
M77Zp0zQZrFIv7ILfOKDow,Sticks 'n' Sushi,Istedgade 62 1650 København V Denmark,Sushi Bars,3.9,50,$$,"Amazing food! Amazing service, even though we came near closing time. Amazing cocktails. 
I'd recommend one of the combo meals, sticks plus sushi.",0.0,0.572,0.428,0.9348,positive
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"As a fast food option, this is a very good choice. The chicken Katy's sandwich was tasty and flavorful. Plenty of fries, and don't miss the Jagger dipping...",0.0,0.849,0.151,0.5628,positive
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,So I was walking to a place I've visited previously. Then this happened. Bamm! New joint. Bamm! Burgers. Bamm! Organic. Bamm! And I see a beer tap through...,0.0,1.0,0.0,0.0,neutral
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"Stumbled upon this place after sightseeing, and it was SO delicious! I got the fried chicken burger and it was in the top 5 chicken burgers I've ever had......",0.0,0.777,0.223,0.8294,positive
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"This is hands down one of the best burgers I've eaten in cph, and I've had my share of burgers throughout the years. 

Located on Istedgade, they have both...",0.0,0.808,0.192,0.7506,positive
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"First day - 1 hour into Jagger's opening hours, might not be completely fair time to write the review, but here goes. 
The burger is very in trend: from the...",0.052,0.948,0.0,-0.1505,negative
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"My order was: Jagger Burger and Fried Chicken Burger with Fries and dip, Coca Cola on the side! Bread is fluffy but could be warmer! Meat puck was fresh and...",0.0,0.816,0.184,0.7457,positive
CYGAwrOaS0-8idz24J8OAA,Jagger Fast Food,Istedgade 62 1650 Copenhagen Denmark,"American, Burgers, Fast Food",3.6,41,$,"I'd been wanting to go to Jagger for a while and finally it happened. What joy! And it really was a joy. I ordered, and sat down to eat while my friend...",0.0,0.719,0.281,0.9073,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,I've been coming here for years whenever I've been in Copenhagen. It's just gotten busier and busier but somehow they always squeeze us in. Everything about...,0.0,1.0,0.0,0.0,neutral
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,This was my very first meal in Copenhagen and my friend couldn't have picked a better spot to teach me all about Danish foods. He made sure to get us some...,0.0,0.769,0.231,0.8126,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,"I'm glad I came here before leaving Copenhagen. Last night, I had a beer while watching football with regular folk. And for lunch today, I had a beef...",0.0,0.9,0.1,0.4588,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,Great place to hang with locals. Cute bar with a good selection of craft beer. Owner even bottles his own aquavit. My boyfriend and I were serviced by the...,0.0,0.722,0.278,0.875,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,Came here on a Tuesday while in town and had the beef brisket with horseradish sauce. It was incredible! Great service and atmosphere.,0.0,0.824,0.176,0.6893,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,"Boy is this place hyggeligt! Been here a number of times over the years, never for the food, and it has always been a good place to go. Today, a quiet...",0.0,0.866,0.134,0.5411,positive
C-YN61XazAU2KSyWAvZE2g,Frederik VI,Frederiksberg Allé 42 A 1820 Frederiksberg Denmark,"Gastropubs, Pubs, Open Sandwiches",3.8,21,$,They have 3 (and soon to be 4) vegan smørrebrød options that are fantastic! They even give you vegan butter for the bread. Great service as well!,0.0,0.698,0.302,0.8856,positive
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"Great atmosphere, good food.  We shared the danish meatballs and a few drinks, cool place.  Could see it as the place to be in the summer. Big portions...",0.0,0.672,0.328,0.8934,positive
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"Fantastic atmosphere! Went there with my coworkers for the annual summer party. A large buffet with different kinds of meats, salads and potatoes... All...",0.0,0.769,0.231,0.7644,positive
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"""Krøger's Familiehave (translates to family garden) is a traditional restaurant in Frederiksberg. It is one of the three so called ""small gardens"" - three...",0.0,1.0,0.0,0.0,neutral
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"We got here when it was clearly maybe the quietest time of the day. Going in to a mostly empty restaurant is always a bit of a risk... However, the place...",0.113,0.809,0.078,-0.0516,negative
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,We found this place while walking in the area. We decided to have dinner as it offered outside dining with live music. The diners sitting nearby were mostly...,0.0,1.0,0.0,0.0,neutral
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"We enjoyed a lovely evening at Krogers Have!

The restaurant was fairly full but not too loud and service was friendly and attentive. We loved the shrimp...",0.0,0.613,0.387,0.9381,positive
IIeOJQFvIatrp2-POVEKpA,Krøgers Have,Pile Alle 18 2000 Frederiksberg Denmark,Danish,4.1,11,$$,"Yum! My husband and I were too tired to imagine walking to yet another location along cobbled streets, so we ""Yelped"" for traditional Danish food close to...",0.109,0.891,0.0,-0.4926,negative
mJoi9z_IUjkcM5AQftZR3g,Miga,Gammel Kongevej 33 B 1610 Copenhagen Denmark,"Japanese, Korean",4.2,9,$$,"Best korean fried chicken in Copenhagen. Eat in and take away. Two kinds, spicy and original. Great place!",0.0,0.579,0.421,0.8977,positive
mJoi9z_IUjkcM5AQftZR3g,Miga,Gammel Kongevej 33 B 1610 Copenhagen Denmark,"Japanese, Korean",4.2,9,$$,"when i want  korean food, i make it at home... but i did eat here once out of curiosity and a couple more times with friends. maybe i ordered the wrong...",0.11,0.74,0.15,0.1395,positive
mJoi9z_IUjkcM5AQftZR3g,Miga,Gammel Kongevej 33 B 1610 Copenhagen Denmark,"Japanese, Korean",4.2,9,$$,"Went with my parents for a nice Korean lunch meal.  We were pleasantly surprised to find this place in Copenhagen, not too far from our hotel....",0.0,0.747,0.253,0.7783,positive
mJoi9z_IUjkcM5AQftZR3g,Miga,Gammel Kongevej 33 B 1610 Copenhagen Denmark,"Japanese, Korean",4.2,9,$$,"We had a fine meal here - MIGA menu with 6 courses. All but the main course was small. Food was tasty, but not extraordinaire. 

The main reason for only 3...",0.0,0.955,0.045,0.1027,positive
mJoi9z_IUjkcM5AQftZR3g,Miga,Gammel Kongevej 33 B 1610 Copenhagen Denmark,"Japanese, Korean",4.2,9,$$,Traditionel and very calm place. Great food and great service and parking right outside.,0.0,0.499,0.501,0.9013,positive
